id,trainer_id,rider_id,handicap_weight
7186,1696,436,68
7181,25,79,68
7182,132,409,68
7188,1466,438,68
7183,400,410,68
7190,883,412,68
7180,25,79,68
7184,262,10,68
6805,1637,151,58.5
6806,1143,149,56.5
6804,1636,249,58.5
6808,1096,148,54
6807,378,188,54
7208,1703,202,54
7210,1374,102,54
7193,153,89,59
7205,1652,180,54
7201,1300,107,55.5
7194,225,91,58
7204,1702,103,54.5
7197,1250,595,57
7198,225,105,57
7199,1699,101,56
7206,244,111,54
7200,775,10,55.5
7207,655,10,57
7203,1701,315,55
7196,1380,10,57.5
7195,285,176,58
7202,1700,10,55
7209,1704,10,54
7219,653,342,56.5
7216,1233,252,58
7220,1706,293,56.5
7223,1654,166,55.5
7221,1707,662,56.5
7217,1669,254,57.5
7224,818,524,54.5
7212,1443,611,59
7214,1017,10,58.5
7211,1656,236,59
7213,1705,169,58.5
7218,818,402,57
7225,1708,235,54
7222,818,175,56
7215,1487,10,58
7234,191,409,64
7227,35,412,66.5
7233,117,434,64
7228,524,408,64
7230,220,134,64
7226,259,661,68
7229,524,435,64
7231,7,79,64
7232,12,663,64
7236,834,410,64
7235,1709,411,64
7240,402,485,58
7245,1711,53,56
7237,1644,6,58
7242,894,310,58
7243,220,5,56
7241,1197,37,58
7244,73,13,56
7248,897,155,56
7247,1712,369,56
7239,1710,27,58
7238,572,468,58
7246,12,304,56
6812,1640,225,57.5
6810,1639,193,58
6809,1638,149,58
6820,378,148,55.5
6816,1642,654,56
6813,354,186,56
6817,352,157,55.5
6814,866,188,56
6815,1641,187,56
6819,1641,249,55.5
6811,354,151,57.5
6818,866,10,55.5
6821,378,10,57.5
6822,1643,10,58
6823,374,10,57.5
6824,374,10,57.5
7258,199,110,55
7256,667,180,55
7259,201,91,54
7251,281,176,57.5
7252,1713,101,57
7253,1714,107,57
7249,195,116,59
7255,227,89,56.5
7257,171,289,55
7254,171,111,57
7250,1126,105,59
7269,397,166,55
7261,285,237,57
7263,652,252,57
7265,663,199,57
7264,1261,233,57
7267,1233,175,55
7268,330,167,55
7273,656,171,55
7260,1688,634,57
7270,1605,253,55
7266,358,251,55
7275,818,402,55
7274,1715,169,55
7271,283,198,55
7262,769,10,57
7272,1233,10,55
6827,32,340,58
6828,611,14,58
6830,12,24,56
6832,12,543,56
6831,96,123,56
6825,232,12,58
6829,162,11,58
6826,310,217,58
6841,1646,485,56.5
6842,12,304,56.5
6838,1644,6,56.5
6844,93,13,56.5
6843,332,423,56.5
6839,1152,37,56.5
6840,1645,468,56.5
6833,1152,155,58.5
6834,74,7,58.5
6837,1152,31,56.5
6845,1152,444,58.5
6836,220,5,58.5
6835,1457,10,58.5
6849,1636,249,57
6848,1648,188,57.5
6846,1096,148,59
6851,374,186,54
6847,1647,187,58
6850,448,654,56.5
6853,153,89,59
6857,1650,403,59
6861,225,105,57
6852,166,102,59
6859,1028,110,59
6858,1651,101,59
6866,1652,10,57
6854,803,556,59
6867,245,549,59
6865,195,116,57
6862,1312,180,57
6856,1649,91,59
6860,1312,239,57
6863,1250,595,57
6868,1653,10,59
6864,392,10,57
6869,165,10,59
6855,775,10,59
6880,285,171,55
6876,290,233,55
6877,432,254,55
6874,1247,173,57
6871,1654,345,57
6883,330,198,55
6878,452,237,55
6881,358,166,55
6882,1657,235,55
6873,1655,169,57
6879,1656,236,55
6875,1233,175,55
6870,1233,10,57
6884,283,10,55
6872,729,165,57
6891,1658,655,64
6885,70,436,71
6888,271,412,66
6886,25,79,67.5
6887,70,435,67
6889,275,409,65.5
6890,524,408,64
6892,946,438,64
7140,402,485,56.5
7131,220,5,58.5
7138,32,37,58.5
7137,132,53,58.5
7134,523,27,58.5
7130,523,7,58.5
7144,1689,31,56.5
7132,936,38,58.5
7139,841,445,58.5
7141,862,213,56.5
7133,12,304,58.5
7142,897,155,56.5
7145,523,10,58.5
7136,259,114,58.5
7143,1457,10,56.5
7135,259,10,58.5
7148,1683,225,56
7150,380,149,54
7147,1636,249,56.5
7149,1691,151,54
7146,1690,187,59
7152,352,186,54
7151,420,188,54
7282,775,176,58.5
7287,657,180,56
7279,1308,111,59.5
7281,251,101,58.5
7286,828,107,56
7276,1134,109,61
7280,815,110,59.5
7277,1468,120,61
7291,1135,10,54
7285,655,102,56
7288,207,550,55.5
7284,149,180,57.5
7289,194,549,55
7278,1503,202,61
7283,724,91,58
7292,211,10,54.5
7293,174,10,54.5
7290,1529,10,56
6893,769,530,59
6894,1601,198,58.5
6895,1241,611,57.5
6897,705,253,56.5
6904,729,233,54
6896,278,165,57
6901,1659,380,54.5
6903,1487,235,54
6898,1655,169,56
6902,709,634,54
6900,768,10,55
6899,282,199,56
6905,191,134,61
6913,1661,450,54
6912,1660,123,56
6908,927,47,59.5
6907,400,656,60
6911,96,11,56.5
6910,1167,191,59
6906,310,61,60.5
6909,1039,340,59
6917,1066,271,58
6915,1662,248,58
6914,921,278,58
6921,920,276,56
6922,920,203,56
6916,919,211,58
6923,623,335,56
6920,1663,280,56
6919,623,224,56
6918,1060,241,58
6931,402,449,55
6928,118,369,56.5
6927,1184,213,57
6924,220,5,58.5
6926,10,53,57
6925,1152,31,58
6929,239,38,56
6932,1152,444,54
6930,1660,10,56
6941,1143,579,55
6944,1667,193,54
6937,374,186,56.5
6940,354,187,56
6938,378,148,56.5
6934,1664,151,59
6935,1636,249,58
6933,1640,225,60.5
6936,1665,157,58
6942,966,654,54.5
6943,1666,149,54.5
6939,866,188,56
6948,392,394,58.5
6945,1307,595,60.5
6953,1668,176,57
6952,281,556,57.5
6954,583,106,56.5
6949,434,107,58.5
6946,1250,500,60
6947,828,315,60
6957,174,91,54.5
6960,1311,111,54
6950,201,657,58
6951,226,403,57.5
6956,775,289,55.5
6955,210,202,56
6959,1379,10,54
6958,211,239,54.5
6965,358,166,56.5
6970,1496,169,54
6961,1241,524,59
6966,656,172,56
6972,658,233,54
6968,1601,198,54.5
6969,1233,171,54
6967,1587,251,55
6963,1669,342,57
6962,1247,254,58.5
6964,388,236,57
6971,1670,293,54
6978,400,24,57.5
6977,764,300,58
6975,332,84,58
6979,1671,658,56
6980,394,469,56
6974,924,450,61.5
6981,470,12,55.5
6973,220,77,61.5
6976,400,14,58
6983,337,211,56
6985,920,203,56
6982,623,271,58
6984,989,241,56
6986,921,248,56
6989,623,224,56
6988,1672,280,56
6987,337,269,56
6999,538,7,54
6995,12,304,58
6997,402,449,55.5
6991,1011,369,60.5
6993,404,13,59
6990,1644,494,61.5
6992,12,53,60
6996,1197,37,57.5
6998,259,10,55.5
6994,36,10,58.5
7006,377,151,55.5
7005,827,188,56
7004,1640,149,56
7001,378,609,58
7003,1640,225,56.5
7008,866,654,54
7007,374,186,54
7009,380,157,54
7011,1674,193,54
7010,1673,10,54
7002,1636,10,56.5
7000,263,148,58
7297,814,180,56.5
7299,1716,122,54
7308,153,664,54
7300,1107,289,54
7301,583,106,54
7298,749,197,55
7306,1247,202,54
7294,667,286,61
7303,655,612,54
7296,828,107,57.5
7304,398,238,54
7305,213,105,54
7307,1503,102,54
7302,815,549,54
7295,397,10,59
7013,863,61,60
7014,24,24,60
7020,394,469,56
7016,36,123,58.5
7015,1675,14,59.5
7019,524,340,57
7021,1676,658,54
7017,362,39,58.5
7018,362,84,58
7012,25,10,60
7024,12,304,58
7022,73,37,61.5
7025,523,7,57
7033,523,485,54
7030,967,468,54
7029,239,444,54.5
7028,523,53,55.5
7027,835,510,56.5
7026,543,38,57
7031,259,310,54
7032,523,27,54
7034,523,10,57
7023,841,5,60
7040,769,345,57
7038,1678,390,57.5
7036,283,173,58.5
7041,1679,546,56.5
7039,1241,659,57
7047,697,171,54.5
7045,1654,175,55.5
7037,1677,198,58.5
7042,1496,582,56.5
7050,664,237,54
7044,1659,380,56
7043,1680,167,56.5
7052,987,236,54
7051,1681,233,54
7035,1079,254,59
7049,818,402,54
7048,817,10,54.5
7046,729,367,55.5
7053,950,335,60.5
7056,920,276,57
7060,920,448,54
7058,1019,269,55.5
7057,951,241,56.5
7054,1061,248,60.5
7055,921,278,57.5
7059,1063,280,54
7066,1534,151,55.5
7068,321,579,54
7064,1683,225,57
7063,1640,149,57.5
7067,1684,188,55.5
7065,1667,193,56
7069,1685,157,54
7061,1640,195,59
7062,1682,187,58
7074,259,340,59
7078,394,469,57
7076,36,123,58.5
7081,259,658,55.5
7080,400,42,56
7082,400,450,55
7070,220,77,61
7075,12,54,59
7077,12,24,58.5
7079,191,191,57
7073,220,134,60
7083,400,14,55
7071,117,10,60.5
7072,34,79,60.5
7084,1135,202,61
7086,1107,289,59.5
7088,749,197,57.5
7090,1652,110,56
7085,209,102,60
7096,1318,101,55
7092,194,10,55.5
7095,775,111,54
7094,775,315,54
7097,206,103,55
7093,153,180,55
7091,206,91,55.5
7098,1376,105,54.5
7089,1134,176,57
7087,196,89,58
7099,195,116,54.5
7108,1686,5,58
7102,191,304,61
7113,243,138,54
7104,862,213,59
7106,863,53,58.5
7109,11,27,58
7107,332,423,58
7112,74,7,56
7100,928,31,62
7110,404,13,57.5
7103,572,310,59.5
7105,238,369,58.5
7111,863,10,57.5
7114,106,10,54
7115,1457,10,54
7101,73,37,62
7126,731,293,54
7117,1233,413,58
7116,1257,254,59
7125,1496,524,54
7127,1688,634,54
7123,1687,175,55.5
7120,330,233,56.5
7119,290,252,56.5
7128,987,236,54
7122,388,169,56
7129,283,660,54
7124,388,342,55
7118,765,10,57
7121,656,166,56.5
7158,1061,248,56
7153,1066,271,58.5
7159,990,211,55
7155,921,256,57.5
7160,951,448,54.5
7154,920,276,58.5
7157,920,203,56
7161,951,241,54
7162,1066,278,54
7156,989,269,57
7163,922,335,54
7314,1718,187,58
7313,1665,157,58
7310,827,188,59
7309,1683,225,62.5
7312,1717,193,58
7322,1720,149,54
7318,1143,579,57
7323,1674,10,54
7320,378,148,56
7321,1719,186,55
7317,1638,151,57.5
7311,1690,249,58.5
7316,1608,10,57.5
7319,866,10,56.5
7324,1674,654,54
7315,317,10,58
7330,1065,248,56.5
7332,920,203,54
7327,920,276,58.5
7333,1061,241,54
7329,922,211,57.5
7326,920,448,59
7328,920,335,57.5
7331,623,224,54
7334,1672,280,54
7325,500,269,59
7336,989,241,57
7339,920,276,56
7337,623,248,56.5
7335,920,203,59
7338,949,211,56
7341,1049,448,54
7340,623,224,54
7342,949,278,54
7345,920,276,58
7347,623,271,57
7348,990,241,57
7346,990,211,57
7353,1019,269,55.5
7351,921,248,54
7343,920,203,60.5
7344,920,448,58
7349,1065,280,56
7350,623,224,54
7352,921,278,54
7354,990,10,55
7355,1672,10,54
7414,12,304,58
7425,1329,13,56
7427,191,70,56
7423,220,5,56
7426,30,8,56
7424,231,543,56
7419,74,7,56
7420,630,485,56
7417,926,24,58
7415,1166,155,58
7421,36,123,56
7416,473,12,58
7422,1644,10,56
7428,12,10,56
7418,4,4,58
7413,572,310,58
7477,535,580,59
7472,247,160,59
7478,152,92,59
7473,305,164,59
7475,177,231,59
7474,514,322,59
7479,154,287,59
7476,148,388,59
7429,470,12,58.5
7433,36,135,56.5
7434,36,123,56.5
7438,135,28,56.5
7432,12,304,56.5
7437,894,310,56.5
7443,143,77,56.5
7436,220,5,56.5
7431,963,489,58.5
7430,1190,658,58.5
7435,4,4,56.5
7440,735,136,56.5
7441,1730,155,58.5
7442,1645,468,56.5
7444,545,450,58.5
7439,1646,485,56.5
7485,606,491,58
7480,461,160,58
7484,180,353,58
7488,154,164,58
7483,514,286,58
7486,518,287,58
7482,1734,315,58
7481,1116,231,58
7487,1734,316,58
7489,535,10,58
7445,567,303,59
7448,1721,293,58.5
7450,1727,306,56
7449,1731,298,57.5
7453,588,301,54
7446,1722,670,58.5
7451,1729,672,55.5
7454,1727,413,54
7447,1727,669,58.5
7452,1732,400,55
7455,533,295,54
7461,189,114,58.5
7469,571,31,56.5
7462,242,450,58.5
7457,1170,573,58.5
7459,894,24,58.5
7458,863,123,58.5
7467,1011,13,56.5
7470,143,77,56.5
7465,572,310,56.5
7460,1733,136,58.5
7468,135,28,58.5
7466,559,6,56.5
7471,295,10,56.5
7456,220,5,58.5
7464,690,14,58.5
7463,363,10,58.5
7490,426,160,59
7495,276,158,57
7492,594,229,58.5
7494,515,92,58
7498,221,93,56
7496,518,287,57
7502,1368,10,54
7500,154,94,54
7497,1735,353,56
7491,275,190,58.5
7499,742,231,55
7504,273,584,54
7503,276,10,54
7493,386,10,58.5
7501,224,10,54
7688,191,70,56.5
7681,36,135,58.5
7692,135,10,56.5
7689,103,31,56.5
7677,362,11,58.5
7686,30,8,56.5
7687,1602,676,56.5
7685,863,146,56.5
7683,781,13,58.5
7680,1155,489,58.5
7691,546,63,56.5
7690,1128,10,56.5
7678,1644,10,58.5
7679,25,379,58.5
7682,759,12,58.5
7684,142,543,58.5
7694,1722,308,58
7700,1749,413,54
7701,1721,400,54
7695,567,301,57
7699,527,292,54
7702,1721,296,54
7693,1739,306,59
7696,547,298,57
7703,568,671,54
7698,533,297,54
7697,568,670,56.5
7509,103,6,58.5
7513,781,31,56.5
7514,25,8,56.5
7508,36,135,58.5
7506,934,310,58.5
7505,142,469,58.5
7515,218,147,56.5
7516,561,14,56.5
7510,132,123,58.5
7511,190,13,56.5
7517,1184,12,58.5
7507,220,5,58.5
7512,1689,450,56.5
7523,427,286,57
7521,272,162,57
7526,275,161,55
7525,307,164,57
7522,517,229,57
7518,177,231,57
7528,161,119,55
7520,325,197,57
7527,1053,93,55
7524,224,10,57
7519,272,10,57
7529,563,667,59.5
7533,563,306,55.5
7531,565,294,57.5
7530,604,292,58.5
7532,1721,296,57.5
7536,1729,670,54
7534,1736,301,55
7537,1721,400,54
7535,605,413,54
7538,1721,308,54
7541,543,8,60
7539,960,37,61
7542,1242,136,59
7547,1085,449,56.5
7551,103,14,59.5
7543,36,310,58.5
7540,216,31,61
7548,220,77,56.5
7549,142,543,55.5
7545,57,11,57.5
7550,1206,54,54
7546,220,5,57
7544,12,13,58
7552,336,54,56.5
7553,386,162,57
7555,424,158,55.5
7554,1186,326,57
7556,424,189,55.5
7557,154,164,55.5
7558,177,645,55.5
7559,1106,495,54
7565,1722,293,55
7562,1721,400,56
7567,605,301,54
7566,564,667,54
7563,563,413,56
7564,1721,296,55.5
7568,564,673,54
7561,532,294,58.5
7569,1724,306,54
7560,567,303,59
7571,1721,308,54
7572,1738,307,54
7570,1737,10,54
7580,1190,658,58
7578,792,304,59.5
7576,894,485,59.5
7585,240,136,56
7582,781,31,57.5
7575,572,497,60
7574,5,445,61.5
7586,243,10,54
7579,405,379,59
7577,965,155,59.5
7573,1167,10,62
7583,863,123,57.5
7581,134,8,58
7584,74,7,56
7596,426,93,54.5
7600,425,119,54
7595,594,584,55
7599,277,189,54.5
7593,159,94,55.5
7588,518,190,57.5
7591,424,162,56.5
7598,177,10,54
7594,247,10,55.5
7601,1106,495,55
7597,1186,10,54
7587,738,229,59
7589,235,164,57.5
7590,582,10,57
7592,180,10,56
7604,1739,302,59
7605,604,292,57.5
7611,1723,673,55.5
7616,1721,669,56
7614,1736,301,54
7607,1726,668,57.5
7608,551,294,57.5
7603,551,295,59
7602,565,298,59
7612,563,671,55.5
7613,527,400,54
7606,1726,672,57.5
7609,563,306,57.5
7610,564,307,57
7615,1721,10,54
7627,1085,123,57
7617,73,510,62
7621,36,135,59.5
7626,1741,267,57.5
7625,1193,485,57.5
7619,1740,69,60
7618,559,450,60.5
7628,1742,11,55.5
7620,572,310,59.5
7622,316,31,59
7623,863,24,58.5
7624,1686,10,58
7630,106,63,54
7629,1743,674,55
7633,386,229,60.5
7636,272,162,58.5
7639,202,580,57.5
7638,596,92,58
7632,466,388,61
7631,275,161,61
7634,462,189,60.5
7641,427,347,57.5
7642,272,287,56.5
7637,277,311,58
7640,1147,288,57.5
7635,668,286,59
7644,1106,495,55.5
7643,514,10,57
7645,1315,10,55
7646,703,10,54
7653,571,309,58
7647,117,8,60
7651,1744,485,58
7650,934,60,58
7657,1745,31,54
7659,73,14,57.5
7660,561,14,56.5
7648,926,675,59.5
7649,1035,10,59
7658,76,450,54
7652,960,37,58
7654,5,155,57
7655,10,10,57
7656,243,10,55.5
7664,1746,306,58
7667,1748,308,55.5
7661,1739,302,60
7672,1723,297,54
7670,1729,672,54.5
7663,1731,307,58.5
7666,588,294,57
7662,564,413,59
7673,604,292,54
7665,1747,298,57.5
7671,564,673,54.5
7669,1722,670,54.5
7676,1721,10,54
7674,533,297,54
7675,527,400,54
7668,1737,10,55.5
7356,518,231,62
7361,596,92,59.5
7360,247,513,60.5
7366,597,288,54
7365,1231,382,56.5
7358,462,87,61
7364,1232,584,57
7357,796,355,61.5
7362,606,286,58
7359,173,495,61
7367,1137,316,54
7363,224,10,58
7383,929,10,55
7379,894,24,57.5
7370,12,54,61
7372,630,31,60
7374,1263,114,59.5
7371,1011,123,60.5
7369,220,77,61
7376,362,11,59
7377,1185,666,57.5
7381,103,62,57.5
7368,934,10,61.5
7382,1038,10,56.5
7378,298,309,57.5
7375,5,665,59.5
7380,928,10,58
7373,295,10,59.5
7384,563,667,60
7388,565,298,57
7387,1722,293,57.5
7386,1721,668,58
7392,532,301,54.5
7389,567,303,56.5
7395,1721,306,54
7393,1722,308,54
7385,530,295,59.5
7394,1724,307,54
7391,564,670,55
7390,1723,669,55.5
7396,568,301,54
7397,1725,10,54
7399,1727,10,54
7398,1726,10,54
7404,1721,296,57.5
7412,564,413,56
7402,588,294,57.5
7411,563,293,54.5
7405,604,292,57.5
7400,588,301,59
7401,551,400,59
7410,1729,298,55.5
7406,1728,671,57.5
7409,567,303,57
7403,1726,308,57.5
7408,532,306,57.5
7407,530,295,57.5
8165,361,114,55.5
8167,1781,227,55.5
8164,319,196,55.5
8161,313,149,58
8163,265,194,57.5
8168,447,185,55.5
8162,832,579,57.5
8166,318,187,55.5
8159,311,157,58
8160,1641,407,58
8170,358,171,58.5
8176,328,200,57.5
8177,1233,201,57.5
8169,389,447,58.5
8172,1782,236,58.5
8175,293,166,58
8178,1249,168,56
8171,1247,202,58.5
8174,453,198,58
8173,285,10,58.5
8181,434,686,57
8185,196,92,54
8184,209,180,55.5
8183,1373,91,55.5
8179,655,287,59
8186,1303,104,54
8182,151,102,56
8180,679,354,57
8198,832,227,57.5
8188,380,149,58
8191,316,188,57.5
8197,268,196,57.5
8192,316,155,57.5
8194,833,194,57.5
8196,318,187,57.5
8189,263,156,57.5
8195,827,151,57.5
8187,378,185,58
8193,263,152,57.5
8190,378,213,57.5
7711,275,160,55
7707,462,584,57
7712,305,113,55
7708,297,190,57
7713,307,98,55
7706,307,491,57
7705,272,162,57
7704,247,580,57
7710,154,164,57
7709,224,10,57
7714,293,166,59
7719,453,173,56
7718,1262,175,56
7715,293,215,58.5
7721,291,235,55.5
7723,1434,236,54
7720,1434,567,55.5
7717,1750,216,58
7722,801,10,54
7716,769,10,58
7725,1300,107,59
7731,1704,352,57
7734,1120,105,57
7728,285,176,59
7732,165,101,57
7735,1300,237,57
7730,1310,365,57
7729,226,106,57
7724,199,254,59
7733,207,180,57
7727,244,129,59
7726,1487,391,59
7741,830,185,57.5
7738,316,594,58
7737,318,187,58
7742,1751,155,57.5
7739,270,156,57.5
7748,318,157,55.5
7747,265,188,55.5
7743,446,579,56
7740,419,195,57.5
7749,417,194,55.5
7746,417,149,55.5
7736,830,647,58
7744,1527,10,56
7745,832,227,56
7760,7,7,54
7754,51,8,55.5
7757,25,23,55.5
7752,12,304,56
7756,237,181,55.5
7751,1201,494,56
7758,25,85,54
7755,34,115,55.5
7750,297,184,61.5
7759,29,527,54
7762,27,10,54
7761,32,569,54.5
7753,15,10,55.5
7772,383,98,55
7770,272,580,55
7769,277,160,57
7763,1099,190,57
7764,272,162,57
7765,305,164,57
7766,694,161,57
7768,272,584,57
7767,46,231,57
7771,276,353,55
7774,293,166,58.5
7773,663,199,59
7777,1752,202,57.5
7775,291,171,58
7783,1434,567,55
7780,1753,201,56.5
7782,706,236,55.5
7781,799,293,56
7778,293,215,57
7784,658,167,54
7776,293,10,58
7779,1396,198,56.5
7785,345,212,57
7786,411,257,57
7792,1754,285,55
7796,410,208,55
7789,337,203,57
7790,626,272,57
7787,337,246,57
7788,342,242,57
7795,1245,540,55
7797,1627,220,55
7793,339,223,55
7794,1755,10,55
7791,344,10,55
7805,150,92,54
7798,698,365,60.5
7801,1750,180,57.5
7804,396,237,54.5
7803,1121,104,56.5
7800,815,110,58
7799,1756,254,58.5
7806,285,176,54
7802,699,305,57
8205,40,192,57.5
8201,4,184,60
8207,12,543,57
8199,51,191,61
8204,404,431,58.5
8208,117,83,56.5
8200,28,575,60.5
8206,1783,137,57
8203,1205,532,59
8209,135,10,56
8210,436,78,56
8202,309,406,59.5
8212,310,10,55
8211,25,10,55.5
7818,831,407,57
7820,832,594,55
7812,318,157,57
7814,301,156,57
7817,600,151,57
7815,303,196,57
7807,780,187,57.5
7810,1758,458,57.5
7822,1760,149,57
7809,1757,213,57.5
7811,868,114,57.5
7808,270,155,57.5
7819,447,194,55
7816,1759,185,57
7813,868,227,57
7821,299,152,57
7824,323,164,60
7831,428,93,54
7825,386,190,60
7823,180,250,60.5
7829,203,353,58
7827,522,311,59.5
7830,272,162,57.5
7826,463,160,59.5
7828,272,584,59
7832,293,166,60
7838,359,215,54
7833,1761,251,55
7839,285,526,54
7834,358,169,54.5
7835,330,167,54
7836,285,171,54
7840,1249,390,54
7837,767,172,54
7843,477,242,58.5
7841,339,205,59
7847,371,211,56.5
7845,339,212,57
7846,339,223,57
7848,1271,224,56
7842,337,677,58.5
7844,346,10,57
7849,341,218,56
7850,370,246,55
7853,24,24,59.5
7856,297,623,59
7860,12,85,56.5
7858,689,181,58.5
7854,403,339,59.5
7857,25,406,59
7851,308,191,61.5
7855,7,192,59
7861,309,79,58.5
7859,611,570,58
7852,220,137,60
7862,29,83,58
7867,679,354,59.5
7866,752,501,60
7869,227,116,57
7868,166,127,58.5
7870,1762,403,56.5
7871,214,678,55
7872,150,92,54
7863,150,101,61.5
7873,147,102,54
7864,199,111,61
7865,655,287,60
7878,833,156,58
7879,1608,187,57.5
7883,1764,227,55
7875,264,149,58.5
7876,1763,188,58.5
7874,487,155,59
7880,361,114,57
7877,830,185,58
7885,1609,186,54.5
7886,318,157,54.5
7889,314,193,54
7884,265,610,55
7882,313,579,55.5
7888,1765,10,54
7887,318,10,54
7881,600,151,55.5
7890,183,353,61.5
7896,858,164,57
7894,745,513,58
7895,535,190,57.5
7899,386,491,54
7898,202,580,56.5
7900,675,231,54
7901,223,98,54
7891,179,679,58.5
7892,596,680,58
7897,272,626,56.5
7893,385,322,58
7902,653,167,59
7907,429,199,58.5
7912,452,171,55.5
7909,666,172,56.5
7905,730,401,59
7911,293,215,56
7910,451,416,56.5
7904,397,216,59
7906,1657,235,59
7908,388,169,57
7903,1260,263,59
7913,1695,293,54
7917,469,564,59.5
7922,362,11,56
7919,361,192,59
7925,74,7,57
7920,308,532,59
7916,70,191,60.5
7915,256,115,60.5
7923,394,469,56
7921,363,523,58
7918,131,184,59.5
7926,785,543,57
7914,1766,431,63
7924,70,10,57.5
7927,1005,76,56
8229,1785,245,57
8220,553,203,57
8223,407,223,55
8216,577,243,57
8222,410,208,57
8224,617,285,55
8218,554,241,57
8213,615,212,57
8225,344,211,55
8230,411,257,55
8217,493,540,57
8231,640,277,57
8221,1784,561,57
8227,480,280,55
8219,573,209,57
8228,637,248,55
8214,346,10,57
8215,552,10,57
8226,558,10,55
7928,183,287,60.5
7932,1768,91,56
7935,247,180,56
7937,1374,102,55.5
7929,1767,109,59
7939,1303,104,54
7938,1376,352,55.5
7931,1300,105,57.5
7930,1375,110,57.5
7936,201,657,56
7933,655,229,56
7934,227,10,56
7949,1096,594,56
7944,418,194,57.5
7941,271,195,59
7946,353,149,57
7953,318,157,54.5
7943,487,407,58
7951,416,151,55.5
7950,447,196,56
7948,380,647,57
7940,416,155,59.5
7952,318,187,55
7942,446,227,58
7947,488,185,57
7945,264,156,57.5
7965,535,580,56.5
7964,424,190,56.5
7962,183,353,57.5
7955,522,286,60.5
7963,1088,491,57
7958,1299,133,59.5
7966,661,93,54
7959,515,231,58.5
7961,155,96,58.5
7954,235,98,61.5
7960,273,584,58.5
7956,386,162,60.5
7957,466,250,60.5
7969,459,41,59
7970,460,192,58
7977,310,10,54
7973,135,184,56
7968,436,576,60.5
7976,571,304,54
7971,12,543,57
7972,1166,521,56.5
7975,122,431,54.5
7974,1197,10,56
7967,845,10,61
7981,1545,598,59.5
7984,1508,586,56.5
7983,1001,587,59
7985,1568,591,56
7980,1545,585,60
7978,256,605,60
7987,1534,592,55
7986,1513,651,55
7982,1514,597,59.5
7979,1511,627,60
7991,456,582,55.5
7993,429,215,55.5
7995,916,202,55
7994,455,520,55.5
7996,709,634,54.5
7990,1769,198,56.5
7989,455,199,57.5
7997,433,171,54
7988,293,166,58
7998,1770,167,54
7992,1262,528,55.5
8006,645,212,56
8003,624,256,57.5
8002,411,243,57.5
7999,370,540,58.5
8001,1771,204,58.5
8009,1772,284,55
8004,370,279,57
8005,483,205,57
8007,370,210,55.5
8010,338,241,55
8008,481,242,55
8000,339,223,58.5
8385,463,314,61
8391,148,92,56.5
8388,357,110,58
8387,355,262,58.5
8392,275,305,56.5
8397,398,352,55
8390,608,20,57.5
8396,803,354,55
8399,146,102,54
8395,1701,289,55
8393,151,101,56
8398,293,180,54.5
8401,702,678,54
8389,396,237,58
8394,665,287,56
8402,1789,10,54
8400,285,10,54
8386,180,10,59
8012,446,188,59.5
8019,827,594,55
8011,318,157,60
8020,780,156,54
8016,379,185,58
8015,1096,155,58.5
8023,302,151,54
8018,1641,407,56
8017,318,187,57.5
8021,380,149,54
8013,379,194,59.5
8014,361,114,58.5
8022,931,213,54
8025,12,543,60.5
8029,28,25,57
8033,1766,85,54
8026,1773,517,59.5
8024,34,406,61
8030,295,240,56.5
8031,649,184,56
8028,25,339,57.5
8027,5,24,58.5
8032,587,523,55.5
8035,27,10,54
8034,1039,340,54
8036,204,311,60.5
8039,272,190,60
8045,384,164,58
8041,272,162,59.5
8037,466,161,60
8038,465,491,60
8040,21,113,59.5
8044,159,580,58.5
8046,46,231,57.5
8047,514,250,55
8048,858,353,54
8042,423,94,59
8043,462,189,58.5
8054,1545,682,60
8053,1545,597,60.5
8052,1512,681,61
8049,1510,589,63
8055,1533,599,57
8056,1001,587,56.5
8051,1509,454,61.5
8050,1545,585,61.5
8060,653,167,58.5
8064,293,166,56
8061,397,215,58
8066,1617,236,55.5
8069,1775,171,54
8058,837,401,60
8065,1588,216,55.5
8057,733,520,61
8059,768,169,59.5
8062,1228,567,58
8063,358,199,56.5
8067,1774,683,55
8068,457,10,54.5
8079,337,203,55
8077,637,212,56.5
8071,410,211,59
8072,644,206,58.5
8075,506,209,58
8078,345,248,55.5
8080,504,242,55
8076,558,204,56.5
8074,337,210,58
8081,499,269,54.5
8073,494,205,58.5
8082,338,241,54
8070,410,540,60
8083,1273,223,54
8086,247,314,57.5
8084,752,352,59
8087,356,537,55.5
8097,297,287,54
8088,594,176,54.5
8092,285,237,54
8085,355,262,58
8093,1202,354,54
8091,275,350,54
8096,566,305,54
8094,154,289,54
8099,209,128,54
8098,285,110,54
8100,196,92,54
8103,1380,10,54
8089,297,10,54
8102,815,10,54
8095,293,180,54
8101,698,10,54
8090,159,288,54
8110,272,184,57.5
8109,34,115,57.5
8107,7,181,58
8115,26,10,54
8112,12,85,57
8108,89,41,57.5
8104,1540,406,63
8116,1457,10,54
8113,117,83,55
8111,27,37,57.5
8105,788,10,60.5
8106,12,543,59
8114,75,10,56
8117,1776,137,54
8120,270,684,58.5
8118,318,157,59
8121,419,196,57.5
8128,780,185,55
8129,353,149,54
8119,1647,187,59
